,date,tweet_count,daily_sent,charliebilello,huobiglobal,binance,vitalikbuterin,coinmarketcap,eth_classic,grayscale,investingcom,scottmelker,justinsuntron
2018-12-10,2018-12-10,1,0.2228,0,0,0,0,0,1,0,0,0,0
2018-12-08,2018-12-08,3,0.20753333333333332,0,0,0,0,0,1,0,0,0,0
2018-12-07,2018-12-07,3,0.22983333333333336,0,0,0,0,0,1,0,0,0,0
2018-12-06,2018-12-06,1,0.4019,0,0,0,0,0,1,0,0,0,0
2018-12-05,2018-12-05,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-12-02,2018-12-02,1,0.3612,0,0,0,0,0,0,0,0,0,0
2018-11-30,2018-11-30,1,-0.5023,0,0,0,0,0,0,0,0,0,0
2018-11-29,2018-11-29,2,0.4868,0,0,0,0,0,1,0,0,0,0
2018-11-27,2018-11-27,6,0.27265,0,0,0,0,0,1,0,0,0,0
2018-11-26,2018-11-26,2,0.2997,0,0,0,0,0,0,0,0,0,1
2018-11-24,2018-11-24,2,0.5194,0,0,0,0,0,0,0,0,0,0
2018-11-23,2018-11-23,1,0.6369,0,0,0,0,0,0,0,0,0,0
2018-11-22,2018-11-22,2,0.4949,0,0,0,0,0,1,0,0,0,0
2018-11-19,2018-11-19,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-11-17,2018-11-17,1,0.4137,0,0,0,0,0,0,0,0,0,0
2018-11-16,2018-11-16,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-15,2018-11-15,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-14,2018-11-14,3,0.44589999999999996,0,0,0,0,0,1,0,0,0,0
2018-11-13,2018-11-13,1,0.0,0,0,0,1,0,0,0,0,0,0
2018-11-12,2018-11-12,2,-0.18405,0,0,0,0,0,0,0,0,0,0
2018-11-10,2018-11-10,1,0.0,0,0,0,0,0,0,0,0,0,1
2018-11-09,2018-11-09,1,0.6369,0,0,0,0,0,1,0,0,0,0
2018-11-08,2018-11-08,3,-0.0262,0,0,0,0,0,0,0,0,0,0
2018-11-07,2018-11-07,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-06,2018-11-06,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-11-05,2018-11-05,1,0.6983,0,0,0,1,0,0,0,0,0,0
2018-11-03,2018-11-03,3,0.13396666666666665,0,0,0,0,0,1,0,0,0,0
2018-11-02,2018-11-02,2,0.62505,0,0,0,0,0,1,0,0,0,0
2018-11-01,2018-11-01,3,0.09603333333333335,0,0,0,0,0,1,0,0,0,0
2018-10-31,2018-10-31,1,-0.2023,0,0,0,0,0,1,0,0,0,0
2018-10-30,2018-10-30,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-10-29,2018-10-29,1,0.7969,0,0,0,0,0,0,0,0,0,0
2018-10-28,2018-10-28,2,0.55055,0,0,0,0,0,1,0,0,0,0
2018-10-27,2018-10-27,4,0.519425,0,0,0,0,0,1,0,0,0,0
2018-10-26,2018-10-26,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-10-24,2018-10-24,1,0.7579,0,0,0,0,0,0,0,0,0,0
2018-10-23,2018-10-23,2,0.31845,0,0,0,0,0,1,0,0,0,0
2018-10-22,2018-10-22,4,0.01477500000000001,0,0,0,0,0,1,0,0,0,0
2018-10-21,2018-10-21,3,0.4273666666666667,0,0,0,0,0,1,0,0,0,0
2018-10-20,2018-10-20,3,0.3493,0,0,0,0,0,0,0,0,0,1
2018-10-19,2018-10-19,6,0.19688333333333333,0,0,0,0,0,1,0,0,0,1
2018-10-18,2018-10-18,4,-0.055499999999999994,0,0,0,0,0,1,0,0,0,0
2018-10-17,2018-10-17,5,0.38778000000000007,0,0,0,0,0,1,0,0,0,0
2018-10-15,2018-10-15,1,0.5984,0,0,0,0,0,1,0,0,0,0
2018-10-14,2018-10-14,2,0.3062,0,0,0,0,0,1,0,0,0,0
2018-10-13,2018-10-13,1,0.8316,0,0,0,0,0,0,0,0,0,0
2018-10-12,2018-10-12,2,0.6685,0,0,0,0,0,0,0,0,0,0
2018-10-11,2018-10-11,1,0.3818,0,0,0,0,0,1,0,0,0,0
2018-10-09,2018-10-09,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-10-08,2018-10-08,3,0.7517999999999999,0,0,0,0,0,1,0,0,0,0
2018-10-07,2018-10-07,4,-0.09414999999999998,0,0,0,0,0,1,0,0,0,0
2018-10-05,2018-10-05,2,-0.012999999999999998,0,0,0,0,0,1,0,0,0,0
2018-10-04,2018-10-04,1,0.8885,0,0,0,0,0,0,0,0,0,0
2018-10-03,2018-10-03,2,0.14579999999999999,0,0,0,0,0,1,0,0,0,0
2018-10-02,2018-10-02,1,0.7346,0,0,0,0,0,1,0,0,0,0
2018-10-01,2018-10-01,2,0.72475,0,0,0,0,0,1,0,0,0,0
2018-09-30,2018-09-30,2,0.5682,0,0,0,0,0,1,0,0,0,0
2018-09-29,2018-09-29,1,0.4019,0,0,0,0,0,1,0,0,0,0
2018-09-28,2018-09-28,2,-0.10389999999999999,0,0,0,0,0,1,0,0,0,0
2018-09-26,2018-09-26,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-24,2018-09-24,2,0.1591,0,0,0,0,0,1,0,0,0,0
2018-09-23,2018-09-23,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-09-21,2018-09-21,1,0.3818,0,0,0,0,0,0,0,0,0,0
2018-09-20,2018-09-20,1,0.1979,0,0,0,0,0,0,0,0,0,0
2018-09-19,2018-09-19,2,0.2997,0,0,0,0,0,0,0,0,0,0
2018-09-18,2018-09-18,3,0.42473333333333335,0,0,0,0,0,1,0,0,0,0
2018-09-17,2018-09-17,3,0.3336333333333334,0,0,0,0,0,1,0,0,0,0
2018-09-16,2018-09-16,2,0.21075,0,0,0,0,0,1,0,0,0,0
2018-09-15,2018-09-15,4,0.10735,0,0,0,0,0,1,0,0,0,0
2018-09-14,2018-09-14,3,0.5396,0,0,0,0,0,0,0,0,0,0
2018-09-13,2018-09-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-12,2018-09-12,8,0.17820000000000003,0,0,0,0,0,0,0,0,0,0
2018-09-11,2018-09-11,6,0.08836666666666666,0,0,0,1,0,1,0,0,0,0
2018-09-10,2018-09-10,7,0.0752142857142857,0,0,0,0,0,1,0,0,0,0
2018-09-09,2018-09-09,3,0.014999999999999994,0,0,0,0,0,0,0,0,0,0
2018-09-07,2018-09-07,5,0.48862000000000005,0,0,0,0,0,1,0,0,0,0
2018-09-06,2018-09-06,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-09-05,2018-09-05,3,0.3776333333333333,0,0,0,0,0,1,0,0,0,0
2018-09-04,2018-09-04,1,0.34,0,0,0,0,0,1,0,0,0,0
2018-09-03,2018-09-03,2,0.026949999999999974,0,0,0,0,0,1,0,0,0,0
2018-09-02,2018-09-02,4,0.2828,0,0,0,0,0,1,0,0,0,1
2018-09-01,2018-09-01,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-08-31,2018-08-31,5,0.50908,0,0,0,0,0,0,0,0,0,0
2018-08-30,2018-08-30,3,0.09823333333333334,0,0,0,0,0,1,0,0,0,0
2018-08-29,2018-08-29,1,0.5859,0,0,0,0,0,1,0,0,0,0
2018-08-28,2018-08-28,2,0.0066000000000000225,0,0,0,0,0,1,0,0,0,0
2018-08-27,2018-08-27,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-08-26,2018-08-26,2,0.3404,0,0,0,0,0,1,0,0,0,0
2018-08-25,2018-08-25,3,0.13396666666666665,0,0,0,0,0,1,0,0,0,0
2018-08-24,2018-08-24,2,0.1547,0,0,0,0,0,0,0,0,0,0
2018-08-23,2018-08-23,3,0.45796666666666663,0,0,0,0,0,1,0,0,0,0
2018-08-22,2018-08-22,2,0.51825,0,0,0,0,0,1,0,0,0,0
2018-08-21,2018-08-21,2,0.436,0,0,0,0,0,1,0,0,0,0
2018-08-20,2018-08-20,3,-0.05103333333333334,0,0,0,0,0,1,0,0,0,0
2018-08-19,2018-08-19,3,0.01153333333333334,0,0,0,0,0,1,0,0,0,0
2018-08-18,2018-08-18,2,0.6345000000000001,0,0,0,0,0,1,0,0,0,0
2018-08-17,2018-08-17,4,0.25185,0,0,0,0,0,1,0,0,0,0
2018-08-16,2018-08-16,2,0.46295,0,0,0,0,0,1,0,0,0,0
2018-08-15,2018-08-15,4,0.319375,0,0,0,0,0,1,0,0,0,0
2018-08-14,2018-08-14,9,0.404,0,0,0,0,0,1,0,0,0,0
2018-08-13,2018-08-13,4,0.39239999999999997,0,0,0,0,0,1,0,0,0,0
2018-08-11,2018-08-11,5,0.27488,0,0,0,0,0,1,0,0,0,0
2018-08-10,2018-08-10,1,0.5562,0,0,0,0,0,0,0,0,0,0
2018-08-09,2018-08-09,3,0.5311666666666667,0,0,0,0,0,1,0,0,0,0
2018-08-08,2018-08-08,5,0.2573,0,0,0,0,0,1,0,0,0,1
2018-08-07,2018-08-07,8,0.25245,0,0,0,0,0,1,0,0,0,0
2018-08-06,2018-08-06,5,0.11717999999999999,0,0,0,0,0,1,0,0,0,0
2018-08-05,2018-08-05,3,0.40556666666666663,0,0,0,0,0,1,0,0,0,0
2018-08-04,2018-08-04,3,0.46976666666666667,0,0,0,0,0,1,0,0,0,0
2018-08-03,2018-08-03,1,-0.1027,0,0,0,0,0,0,0,0,0,0
2018-08-02,2018-08-02,1,0.3182,0,0,0,0,0,1,0,0,0,0
2018-08-01,2018-08-01,7,0.3422285714285715,0,0,0,0,0,1,0,0,0,0
2018-07-31,2018-07-31,1,0.3182,0,0,0,0,0,1,0,0,0,0
2018-07-30,2018-07-30,2,0.32335,0,0,0,0,0,1,0,0,0,0
2018-07-29,2018-07-29,2,0.0474,0,0,0,0,0,1,0,0,0,0
2018-07-28,2018-07-28,1,0.3182,0,0,0,0,0,1,0,0,0,0
2018-07-27,2018-07-27,1,0.34,0,0,0,0,0,0,0,0,0,0
2018-07-26,2018-07-26,3,0.41513333333333335,0,0,0,0,0,1,0,0,0,0
2018-07-25,2018-07-25,6,0.153,0,0,0,0,0,1,0,0,0,0
2018-07-24,2018-07-24,1,0.3612,0,0,0,0,0,1,0,0,0,0
2018-07-23,2018-07-23,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-07-22,2018-07-22,1,0.5956,0,0,0,0,0,0,0,0,0,0
2018-07-21,2018-07-21,1,0.3182,0,0,0,0,0,1,0,0,0,0
2018-07-20,2018-07-20,3,0.3675333333333333,0,0,0,0,0,1,0,0,0,0
2018-07-19,2018-07-19,4,-0.0010999999999999899,0,0,0,1,0,1,0,0,0,0
2018-07-18,2018-07-18,2,0.55185,0,0,0,0,0,1,0,0,0,0
2018-07-17,2018-07-17,3,0.46246666666666664,0,0,0,0,0,0,0,0,0,0
2018-07-16,2018-07-16,2,0.72,0,0,0,0,0,1,0,0,0,0
2018-07-14,2018-07-14,3,0.255,0,0,0,0,0,1,0,0,0,0
2018-07-13,2018-07-13,3,0.15843333333333334,0,0,0,0,0,1,0,0,0,0
2018-07-12,2018-07-12,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-11,2018-07-11,2,0.4355,0,0,0,0,0,1,0,0,0,0
2018-07-10,2018-07-10,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-09,2018-07-09,2,0.6234999999999999,0,0,0,1,0,1,0,0,0,0
2018-07-08,2018-07-08,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-07-07,2018-07-07,2,0.0,0,0,0,0,0,1,0,0,0,0
2018-07-06,2018-07-06,3,0.2873,0,0,0,0,0,1,0,0,0,0
2018-07-05,2018-07-05,3,0.12040000000000001,0,0,0,0,0,1,0,0,0,0
2018-07-04,2018-07-04,7,0.4652428571428571,0,0,0,0,0,1,0,0,0,0
2018-07-03,2018-07-03,1,0.6597,0,0,0,0,0,1,0,0,0,0
2018-07-02,2018-07-02,4,0.07955,0,0,0,0,0,1,0,0,0,0
2018-06-30,2018-06-30,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-29,2018-06-29,2,0.4158,0,0,0,0,0,1,0,0,0,0
2018-06-28,2018-06-28,2,0.32325,0,0,0,0,0,1,0,0,0,0
2018-06-27,2018-06-27,1,0.2263,0,0,0,0,0,0,0,0,0,0
2018-06-26,2018-06-26,3,0.4362000000000001,0,0,0,0,0,1,0,0,0,0
2018-06-23,2018-06-23,3,0.10606666666666666,0,0,0,0,0,1,0,0,0,0
2018-06-22,2018-06-22,3,-0.10286666666666665,0,0,0,0,0,1,0,0,0,0
2018-06-21,2018-06-21,2,0.3397,0,0,0,0,0,1,0,0,0,0
2018-06-20,2018-06-20,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-19,2018-06-19,6,0.27330000000000004,0,0,0,0,0,1,0,0,0,0
2018-06-18,2018-06-18,2,0.24760000000000001,0,0,0,0,0,1,0,0,0,0
2018-06-16,2018-06-16,2,0.1591,0,0,0,0,0,1,0,0,0,0
2018-06-15,2018-06-15,4,-0.05835,0,0,0,0,0,1,0,0,1,0
2018-06-14,2018-06-14,4,0.0957,0,0,0,0,0,1,0,0,0,0
2018-06-13,2018-06-13,1,0.4404,0,0,0,0,0,0,0,0,0,0
2018-06-12,2018-06-12,7,0.04925714285714287,0,0,0,0,0,1,0,0,0,0
2018-06-11,2018-06-11,4,0.153075,0,0,0,1,0,1,0,0,0,0
2018-06-10,2018-06-10,3,-0.053066666666666686,0,0,0,0,0,0,0,0,0,0
2018-06-09,2018-06-09,2,0.0,0,0,0,0,0,1,0,0,0,0
2018-06-08,2018-06-08,3,-0.22363333333333335,0,0,0,0,0,1,0,0,0,0
2018-06-07,2018-06-07,1,0.34,0,0,0,0,0,1,0,0,0,0
2018-06-06,2018-06-06,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-06-05,2018-06-05,3,0.3188666666666667,0,0,0,0,0,0,0,0,0,0
2018-06-04,2018-06-04,2,0.1591,0,0,0,0,0,1,0,0,0,0
2018-06-03,2018-06-03,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-06-02,2018-06-02,1,0.0772,0,0,0,0,0,0,0,0,0,0
2018-06-01,2018-06-01,4,-0.477325,0,0,0,0,0,1,0,0,0,0
2018-05-31,2018-05-31,2,-0.20095,0,0,0,0,0,1,0,0,0,0
2018-05-30,2018-05-30,2,0.7667999999999999,0,0,0,0,0,1,0,0,0,0
2018-05-29,2018-05-29,1,-0.296,0,0,0,0,0,1,0,0,0,0
2018-05-28,2018-05-28,2,0.04115000000000002,0,0,0,0,0,1,0,0,0,0
2018-05-24,2018-05-24,2,0.53575,0,0,0,0,0,1,0,0,0,1
2018-05-23,2018-05-23,2,0.43445,0,0,0,0,0,1,0,0,0,0
2018-05-22,2018-05-22,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-05-21,2018-05-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-20,2018-05-20,2,0.38634999999999997,0,0,0,0,0,0,0,0,0,0
2018-05-19,2018-05-19,1,0.8268,0,0,0,0,0,0,0,0,0,0
2018-05-18,2018-05-18,2,0.2202,0,0,0,0,0,1,0,0,0,0
2018-05-17,2018-05-17,4,0.173675,0,0,0,0,0,1,0,0,0,0
2018-05-14,2018-05-14,2,0.4037,0,0,0,0,0,0,0,0,0,0
2018-05-13,2018-05-13,2,0.60465,0,0,0,0,0,1,0,0,0,0
2018-05-12,2018-05-12,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-05-11,2018-05-11,2,0.29295,0,0,0,0,0,0,0,0,0,0
2018-05-10,2018-05-10,5,0.10212000000000002,0,0,0,0,0,1,0,0,0,0
2018-05-09,2018-05-09,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-05-08,2018-05-08,2,0.20024999999999998,0,0,0,0,0,1,0,0,0,0
2018-05-07,2018-05-07,3,0.00786666666666667,0,0,0,0,0,0,0,0,0,1
2018-05-05,2018-05-05,1,0.9371,0,0,0,0,0,0,0,0,0,0
2018-05-04,2018-05-04,5,0.27058,0,0,0,0,0,1,0,0,0,0
2018-05-03,2018-05-03,5,0.15842,0,0,0,0,0,1,0,0,0,0
2018-05-02,2018-05-02,5,0.25594,0,0,0,0,0,1,0,0,0,0
2018-05-01,2018-05-01,5,0.57366,0,0,0,0,0,1,0,0,0,1
2018-04-29,2018-04-29,1,0.6908,0,0,0,0,0,1,0,0,0,0
2018-04-28,2018-04-28,1,0.2023,0,0,0,0,0,0,0,0,0,0
2018-04-27,2018-04-27,5,0.31344,0,0,0,0,0,1,0,0,0,0
2018-04-26,2018-04-26,7,0.20784285714285716,0,0,0,0,0,1,0,0,0,0
2018-04-25,2018-04-25,4,0.273575,0,0,0,0,0,0,0,0,0,0
2018-04-24,2018-04-24,3,0.0015666666666666607,0,0,0,0,0,1,0,0,0,0
2018-04-23,2018-04-23,5,0.14426,0,0,0,0,0,1,0,0,0,0
2018-04-22,2018-04-22,1,-0.5862,0,0,0,0,0,0,0,0,0,0
2018-04-21,2018-04-21,2,0.3474,0,0,0,0,0,1,0,0,0,1
2018-04-20,2018-04-20,6,0.24011666666666664,0,0,0,0,0,1,0,0,0,0
2018-04-19,2018-04-19,2,-0.148,0,0,0,0,0,1,0,0,0,0
2018-04-18,2018-04-18,3,0.18986666666666666,0,0,0,0,0,1,0,0,0,0
2018-04-16,2018-04-16,1,0.6369,0,0,0,0,0,1,0,0,0,0
2018-04-13,2018-04-13,3,0.3759666666666666,0,0,0,0,0,0,0,0,0,0
2018-04-12,2018-04-12,2,0.010550000000000004,0,0,0,0,0,0,0,0,0,0
2018-04-11,2018-04-11,2,0.43324999999999997,0,0,0,0,0,1,0,0,0,0
2018-04-10,2018-04-10,1,0.0534,0,0,0,0,0,0,0,0,0,0
2018-04-09,2018-04-09,2,0.15019999999999997,0,0,0,0,0,0,0,0,0,1
2018-04-07,2018-04-07,1,0.4404,0,0,0,0,0,1,0,0,0,0
2018-04-06,2018-04-06,2,0.2781,0,0,0,0,0,1,0,0,0,0
2018-04-05,2018-04-05,3,0.4048333333333333,0,0,0,0,0,1,0,0,0,0
2018-04-04,2018-04-04,4,0.334525,0,0,0,0,0,1,0,0,0,0
2018-04-03,2018-04-03,3,0.3743333333333334,0,0,0,0,0,1,0,0,0,0
2018-04-02,2018-04-02,6,0.03999999999999999,0,0,0,0,0,0,0,0,0,0
2018-04-01,2018-04-01,1,0.5994,0,0,0,0,0,0,0,0,0,0
2018-03-31,2018-03-31,1,0.7845,0,0,0,0,0,1,0,0,0,0
2018-03-30,2018-03-30,1,0.8807,0,0,0,0,0,0,0,0,0,0
2018-03-29,2018-03-29,4,0.2014,0,0,0,0,0,0,0,0,0,0
2018-03-28,2018-03-28,4,0.250325,0,0,0,0,0,1,0,0,0,0
2018-03-27,2018-03-27,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-03-26,2018-03-26,3,0.43170000000000003,0,0,0,0,0,1,0,0,0,0
2018-03-25,2018-03-25,1,0.3182,0,0,0,0,0,1,0,0,0,0
2018-03-24,2018-03-24,3,0.25443333333333334,0,0,0,0,0,1,0,0,0,0
2018-03-23,2018-03-23,1,0.3182,0,0,0,0,0,0,0,0,0,0
2018-03-22,2018-03-22,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-21,2018-03-21,2,-0.0258,0,0,0,0,0,0,0,0,0,0
2018-03-20,2018-03-20,5,0.31648,0,0,0,0,0,1,0,0,0,0
2018-03-19,2018-03-19,2,-0.010050000000000003,0,0,0,0,0,0,0,0,0,0
2018-03-18,2018-03-18,1,-0.3612,0,0,0,0,0,0,0,0,0,0
2018-03-16,2018-03-16,4,0.294425,0,0,0,0,0,1,0,0,0,0
2018-03-15,2018-03-15,2,0.0,0,0,0,0,0,1,0,0,0,0
2018-03-14,2018-03-14,3,0.27749999999999997,0,0,0,0,0,1,0,0,0,0
2018-03-13,2018-03-13,3,0.385,0,0,0,0,0,1,0,0,0,0
2018-03-11,2018-03-11,1,0.7172,0,0,0,0,0,1,0,0,0,0
2018-03-10,2018-03-10,5,0.28281999999999996,0,0,0,0,0,1,0,0,0,0
2018-03-09,2018-03-09,2,0.0,0,0,0,0,0,1,0,0,0,0
2018-03-08,2018-03-08,7,0.23995714285714284,0,0,0,0,0,1,0,0,0,0
2018-03-07,2018-03-07,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-06,2018-03-06,5,0.22154,0,0,0,0,0,1,1,0,0,0
2018-03-05,2018-03-05,3,0.4623333333333333,0,0,0,0,0,1,0,0,0,0
2018-03-04,2018-03-04,5,0.023740000000000004,0,0,0,0,0,1,0,0,0,0
2018-03-03,2018-03-03,4,0.21487499999999998,0,0,0,0,0,1,0,0,0,0
2018-03-02,2018-03-02,5,0.5511,0,0,0,0,0,1,0,0,0,0
2018-03-01,2018-03-01,5,0.38148,0,0,0,0,0,1,0,0,0,0
2018-02-28,2018-02-28,4,0.0683,0,0,0,0,0,1,0,0,0,0
2018-02-27,2018-02-27,10,0.18175000000000002,0,0,0,0,0,1,0,0,0,0
2018-02-26,2018-02-26,8,0.049625,0,0,0,0,0,1,0,0,0,0
2018-02-25,2018-02-25,2,0.1806,0,0,0,0,0,1,0,0,0,0
2018-02-24,2018-02-24,6,0.3606666666666667,0,0,0,0,0,1,0,0,0,0
2018-02-23,2018-02-23,4,0.304875,0,0,0,0,0,1,0,0,0,0
2018-02-22,2018-02-22,7,0.19652857142857144,0,0,0,0,0,1,0,0,0,0
2018-02-21,2018-02-21,4,0.230075,0,0,0,0,0,1,0,0,0,0
2018-02-20,2018-02-20,2,0.125,0,0,0,0,0,1,0,0,0,0
2018-02-19,2018-02-19,5,-0.03778,0,0,0,0,0,1,0,0,0,0
2018-02-18,2018-02-18,6,0.01555,0,0,0,0,0,1,0,0,0,0
2018-02-17,2018-02-17,5,0.38008,0,0,0,0,0,1,0,0,0,0
2018-02-16,2018-02-16,8,0.42569999999999997,0,0,0,0,0,1,0,0,0,0
2018-02-15,2018-02-15,5,0.17414000000000002,0,0,0,0,0,1,0,0,0,0
2018-02-14,2018-02-14,8,0.3131,0,0,0,0,0,1,0,0,0,0
2018-02-13,2018-02-13,4,0.219475,0,0,0,0,0,0,0,0,0,0
2018-02-12,2018-02-12,4,0.17245,0,0,0,0,0,1,0,0,0,0
2018-02-11,2018-02-11,1,0.7579,0,0,0,0,0,0,0,0,0,0
2018-02-10,2018-02-10,5,0.24678,0,0,0,0,0,1,0,0,0,0
2018-02-09,2018-02-09,3,0.2969333333333333,0,0,0,0,0,1,0,0,0,0
2018-02-08,2018-02-08,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-07,2018-02-07,3,0.03373333333333333,0,0,0,0,0,0,0,0,0,0
2018-02-06,2018-02-06,4,0.53205,0,0,0,0,0,1,0,0,0,0
2018-02-05,2018-02-05,4,0.06175000000000003,0,0,0,0,0,1,0,0,0,0
2018-02-04,2018-02-04,3,0.12726666666666667,0,0,0,0,0,1,0,0,0,0
2018-02-03,2018-02-03,1,0.6249,0,0,0,0,0,1,0,0,0,0
2018-02-02,2018-02-02,2,-0.1357,0,0,0,0,0,0,0,0,0,0
2018-02-01,2018-02-01,10,0.27464000000000005,0,0,0,0,0,1,0,0,0,0
2018-01-31,2018-01-31,4,-0.02082500000000001,0,0,0,0,0,1,0,0,0,0
2018-01-30,2018-01-30,6,0.12076666666666667,0,0,0,0,0,0,0,0,0,0
2018-01-29,2018-01-29,3,0.09866666666666667,0,0,0,0,0,1,0,0,0,0
2018-01-28,2018-01-28,3,0.0966,0,0,0,1,0,0,0,0,0,0
2018-01-27,2018-01-27,3,0.31073333333333336,0,0,0,0,0,1,0,0,0,0
2018-01-26,2018-01-26,3,0.3381,0,0,0,0,0,1,0,0,0,0
2018-01-25,2018-01-25,7,-0.10851428571428569,0,0,0,0,0,0,0,0,0,0
2018-01-24,2018-01-24,5,0.0339,0,0,0,0,0,0,0,0,0,0
2018-01-23,2018-01-23,6,0.23256666666666667,0,0,0,0,0,1,0,0,0,0
2018-01-22,2018-01-22,3,0.6660666666666667,0,0,0,0,0,0,0,0,0,0
2018-01-21,2018-01-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-20,2018-01-20,5,0.1116,0,0,0,0,0,1,0,0,0,0
2018-01-19,2018-01-19,2,-0.39305,0,0,0,0,0,1,0,0,0,0
2018-01-18,2018-01-18,4,0.214675,0,0,0,0,0,1,0,0,0,0
2018-01-17,2018-01-17,3,0.14493333333333333,0,0,0,0,0,0,0,0,0,0
2018-01-16,2018-01-16,11,0.11523636363636362,0,0,0,0,0,1,0,0,0,0
2018-01-15,2018-01-15,7,0.40932857142857143,0,0,0,0,0,1,0,0,0,0
2018-01-14,2018-01-14,4,0.269975,0,0,0,0,0,1,0,0,0,0
2018-01-13,2018-01-13,1,0.2225,0,0,0,0,0,0,0,0,0,0
2018-01-12,2018-01-12,4,0.156225,0,0,0,0,0,1,0,0,0,0
2018-01-11,2018-01-11,2,0.24695,0,0,0,0,0,0,0,0,0,0
2018-01-10,2018-01-10,3,0.012499999999999992,0,0,0,0,0,0,0,0,0,0
2018-01-09,2018-01-09,8,-0.10341249999999999,0,0,0,0,0,1,0,0,0,0
2018-01-08,2018-01-08,8,-0.053987499999999994,0,0,0,0,0,1,0,0,0,0
2018-01-07,2018-01-07,2,0.37345,0,0,0,0,0,0,0,0,0,0
2018-01-06,2018-01-06,2,0.2202,0,0,0,0,0,0,0,0,0,0
2018-01-05,2018-01-05,6,0.17769999999999997,0,0,0,0,0,1,0,0,0,0
2018-01-04,2018-01-04,7,0.35469999999999996,0,0,0,0,0,0,0,0,0,0
2018-01-03,2018-01-03,4,0.282075,0,0,0,0,0,0,0,0,0,0
2018-01-02,2018-01-02,4,0.09545,0,0,0,0,0,1,0,0,0,0
2018-01-01,2018-01-01,2,0.46745,0,0,0,0,0,0,0,0,0,0
2017-12-31,2017-12-31,2,0.4841,0,0,0,0,0,0,0,0,0,0
2017-12-29,2017-12-29,4,-0.021974999999999995,0,0,0,0,0,0,0,0,0,0
2017-12-28,2017-12-28,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-27,2017-12-27,2,0.18119999999999997,0,0,0,0,0,0,0,0,0,0
2017-12-26,2017-12-26,2,0.41265,0,0,0,0,0,0,0,0,0,0
2017-12-25,2017-12-25,2,0.80615,0,0,0,0,0,0,0,0,0,0
2017-12-24,2017-12-24,1,0.1901,0,0,0,0,0,0,0,0,0,0
2017-12-23,2017-12-23,2,0.51555,0,0,0,0,0,0,0,0,0,0
2017-12-22,2017-12-22,6,0.3370833333333334,0,0,0,0,0,0,0,0,0,0
2017-12-21,2017-12-21,1,0.5106,0,0,0,0,0,0,0,0,0,0
2017-12-20,2017-12-20,2,0.0,0,0,0,0,0,1,0,0,0,0
2017-12-19,2017-12-19,2,-0.11315,0,0,0,0,0,0,0,0,0,0
2017-12-18,2017-12-18,2,0.273,0,0,0,0,0,1,0,0,0,0
2017-12-17,2017-12-17,5,0.04479999999999999,0,0,0,0,0,0,0,0,0,0
2017-12-16,2017-12-16,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-15,2017-12-15,1,0.638,0,0,0,0,0,0,0,0,0,0
2017-12-14,2017-12-14,1,0.4215,0,0,0,0,0,0,0,0,0,0
2017-12-13,2017-12-13,3,0.1514,0,0,0,0,0,0,0,0,0,0
2017-12-12,2017-12-12,5,0.41578,0,0,0,0,0,0,0,0,0,0
2017-12-11,2017-12-11,2,0.42245,0,0,0,0,0,0,0,0,0,0
2017-12-09,2017-12-09,2,0.71095,0,0,0,1,0,0,0,0,0,0
2017-12-08,2017-12-08,2,0.26344999999999996,0,0,0,0,0,0,0,0,0,0
2017-12-07,2017-12-07,4,0.217875,0,0,0,0,0,0,0,0,0,0
